COMPLEX_CATEGORY,COMPLEX_NAME,FACILITY_TYPE,FACILITY_NAME,ADDRESS,TYP_OF_ORG,ORG,STEWARD,OPER,COMMUNITY,SECTOR,POPULATION,OCCUPIED_DWELLINGS,PERSONS_PER_UNIT,Area (km²),Population Density (people/km²)
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,466","1,505",2.3,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,738","1,444",2.59,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,250","1,658",1.96,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,472","1,775",1.96,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,428","1,828",1.88,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"4,118","2,124",1.94,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,120","1,540",2.03,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,279","1,531",2.14,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,327","1,502",2.22,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,453","1,835",1.88,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,488","1,838",1.9,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,226","1,619",1.99,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,314","1,556",2.13,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,178","1,513",2.1,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,312","1,737",1.91,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,959","2,116",1.87,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,746","1,948",1.92,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,420","1,850",1.85,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,213","1,600",2.01,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,629","1,442",2.52,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,954","2,084",1.9,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,641","1,890",1.93,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"4,038","2,080",1.94,1.5,"4,300"
,South Calgary Outdoor Pool,Outdoor Pool,,1626 32 AV SW,Not-for-Profit,COSPA,Recreation,COSPA,South Calgary,CENTRE,"3,335","1,773",1.88,1.5,"4,300"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"5,838","1,466",3.98,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"5,408","1,289",4.2,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"5,831","1,531",3.81,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"2,871",699,4.11,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"6,166","1,465",4.21,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"6,095","1,458",4.18,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"6,007","1,466",4.1,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"5,868","1,483",3.96,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"1,061",268,3.96,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"4,869","1,191",4.09,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"6,141","1,460",4.21,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"5,899","1,468",4.02,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"1,766",440,4.01,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"1,407",357,3.94,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"6,001","1,420",4.23,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"6,018","1,511",3.98,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"2,312",581,3.98,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"5,792","1,525",3.8,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"5,967","1,492",4.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"6,133","1,452",4.22,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"4,078","1,014",4.02,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"5,853","1,518",3.86,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,205,49,4.18,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"6,037","1,461",4.13,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,0,0,0.0,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,"6,009","1,466",4.1,2.6,"2,059"
,Don Hartman North East Sportsplex,Arena,,5200 68 ST NE,Not-for-Profit,NESS,Parks,North East Sportsplex Society,Coral Springs,NORTHEAST,572,143,4.0,2.6,"2,059"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,122","3,685",2.75,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,050","3,296",3.05,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,404","3,350",3.11,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,30,7,4.29,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,119","3,243",3.12,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,857","3,699",2.66,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,286","3,385",3.04,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"6,625","2,009",3.3,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,076","3,314",3.04,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,743","3,613",2.7,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,306","3,353",3.07,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"5,511","1,655",3.33,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"8,667","2,808",3.09,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,192","3,302",3.09,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,56,15,3.73,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,962","3,176",3.14,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,683","3,101",3.12,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,190","3,642",2.8,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,939","3,645",2.73,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,34,10,3.4,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,059","3,189",3.15,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,988","3,640",2.74,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,62,17,3.65,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,353","3,383",3.06,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,808","3,619",2.71,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,501","3,361",3.12,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,266","3,548",2.89,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,787","3,640",2.69,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,212","3,676",2.78,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"1,312",408,3.22,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,368","3,330",3.11,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,778","3,645",2.68,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"4,095","1,282",3.19,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,741","3,629",2.68,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,149","3,386",3.0,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,626","3,583",2.69,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,898","3,182",3.11,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,145","3,382",3.0,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,862","3,593",2.74,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,88,22,4.0,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,588","3,114",3.08,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,90,22,4.09,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,644","3,595",2.68,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"9,829","3,650",2.69,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,100","3,223",3.13,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,217","3,221",3.17,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,383","3,346",3.1,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,170","3,308",3.07,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,82,20,4.1,2.8,"3,300"
Leisure Centre Arenas,Village Square and Wally Kozak Arenas,Arena,Ice,2623 56 ST NE,Municipal,Recreation,Recreation,Recreation,Pineridge,NORTHEAST,"10,095","3,412",2.96,2.8,"3,300"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"12,974","4,952",2.62,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"12,200","5,394",2.26,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"10,630","2,980",3.57,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"12,892","5,107",2.52,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"4,923","1,162",4.24,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"5,983","1,395",4.29,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"12,227","5,281",2.32,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"8,827","2,268",3.89,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"7,149","1,631",4.38,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"13,001","4,178",3.11,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"13,645","4,761",2.87,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"12,929","5,104",2.53,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"12,553","5,423",2.31,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"7,675","1,806",4.25,6.7,"2,700"
,Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Not-for-Profit,Vecova,RE&DS (CLA),Vecova Centre for Disability Services and Research,Varsity,NORTHWEST,"12,520","5,197",2.41,6.7,"2,700"
