COMPLEX_CATEGORY,COMPLEX_NAME,FACILITY_TYPE,FACILITY_NAME,ADDRESS,TYP_OF_ORG,ORG,STEWARD,OPER,COMMUNITY,SECTOR,POPULATION,OCCUPIED_DWELLINGS,PERSONS_PER_UNIT,Area (km²),Population Density (people/km²)
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,886","2,317",2.11,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,751","2,277",2.09,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"5,162","2,077",2.49,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"5,770","2,033",2.84,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"5,805","2,043",2.84,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,774","2,286",2.09,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,336","2,114",2.05,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"5,367","2,105",2.55,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"5,811","2,542",2.29,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,640","2,169",2.14,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,405","2,116",2.08,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,324","2,128",2.03,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,759","2,114",2.25,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,851","2,321",2.09,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"5,617","2,475",2.27,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,941","2,087",2.37,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"5,478","2,090",2.62,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,901","2,322",2.11,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,299","2,101",2.05,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,879","2,314",2.11,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,649","2,269",2.05,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,445","2,131",2.09,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"5,442","2,461",2.21,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,400","2,159",2.04,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,627","2,232",2.07,1.6,"3,800"
,Mount Pleasant Outdoor Pool,Outdoor Pool,,630 22 AV NW,Not-for-Profit,COSPA,Parks,COSPA,Mount Pleasant,CENTRE,"4,803","2,289",2.1,1.6,"3,800"
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,962","3,940",3.04,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"6,502","2,226",2.92,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,847","3,949",3.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"1,685",541,3.11,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"2,981",951,3.13,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,590","3,803",3.05,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,379,112,3.38,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,684,206,3.32,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,768","3,991",2.95,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"3,803","1,259",3.02,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,440","3,766",3.04,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"12,013","3,946",3.04,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"4,705","1,563",3.01,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,53,15,3.53,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,890","4,060",2.93,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,546","3,920",2.95,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,759","3,912",3.01,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"12,952","4,572",2.83,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,925","3,937",3.03,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,749","3,913",3.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"5,670","1,922",2.95,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"2,518",787,3.2,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,952,297,3.21,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,032","3,646",3.03,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"12,149","4,142",2.93,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"9,828","3,257",3.02,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"12,714","4,478",2.84,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,715","3,919",2.99,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"11,858","3,926",3.02,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"12,697","4,513",2.81,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"12,745","4,615",2.76,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,0,0,0.0,,
,Remington YMCA in Quarry Park,Leisure Centre,,108 QUARRY PARK RD SE,Not-for-Profit,YMCA,Recreation,Remington YMCA,Douglasdale/Glen,SOUTHEAST,"7,903","2,660",2.97,,
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,996","2,572",1.94,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,353","2,643",2.03,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,253","2,161",2.43,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,288","2,607",2.03,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,788","2,414",1.98,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,333","2,586",2.06,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"6,291","3,094",2.03,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,785","2,468",1.94,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"6,737","2,648",2.54,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,320","2,470",2.15,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,567","2,755",2.02,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,887","2,526",1.93,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,345","2,662",2.01,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,055","1,846",2.74,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"6,074","3,050",1.99,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,578","2,727",2.05,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,300","2,487",2.13,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,345","2,116",2.53,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"6,648","2,711",2.45,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,603","2,400",1.92,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,809","2,486",1.93,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,183","2,602",1.99,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,914","2,995",1.97,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,723","2,436",1.94,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,215","2,523",2.07,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,063","2,576",1.97,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,092","1,830",2.78,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,812","2,391",2.01,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,796","2,464",1.95,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,967","2,348",2.12,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"6,737","3,231",2.09,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"6,401","3,115",2.05,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,265","2,646",1.99,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,500","2,423",1.86,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,066","2,474",2.05,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,951","3,032",1.96,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,940","2,406",2.05,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,069","2,594",1.95,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,500","2,388",1.88,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,203","2,312",2.25,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,004","1,880",2.66,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,275","2,473",2.13,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,469","2,376",1.88,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"6,497","3,141",2.07,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"5,459","2,321",2.35,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,550","2,341",1.94,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,903","2,430",2.02,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,820","2,500",1.93,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,573","2,438",1.88,1.5,"4,124"
,Riley Park Wading Pool,Outdoor Wading Pool,,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,"4,933","2,443",2.02,1.5,"4,124"
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"1,368",252,5.43,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,800,249,3.21,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"2,294",685,3.35,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"2,057",9,228.56,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"2,352","1,071",2.2,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"1,603",469,3.42,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"2,259",626,3.61,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"1,379",252,5.47,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"1,383",253,5.47,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"2,968",961,3.09,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"1,437",406,3.54,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"2,841",854,3.33,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"1,416",253,5.6,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"1,412",252,5.6,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,"1,389",251,5.53,,
Arenas (except Leisure Centre arenas),Father David Bauer and Norma Bush Arenas,Arena,Ice,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,773,5,154.6,,
