COMPLEX_NAME,FACILITY_TYPE,ADDRESS,TYP_OF_ORG,ORG,STEWARD,OPER,COMMUNITY,SECTOR,POPULATION,OCCUPIED_DWELLINGS,PERSONS_PER_UNIT,Area (km²),Population Density (people/km²)
Cowboys Park,Skate Park,1220 9 AV SW,Municipal,Parks,Parks,Parks,Downtown West End,CENTRE,448.0,300.0,1.49,4.0,
Cowboys Park,Skate Park,1220 9 AV SW,Municipal,Parks,Parks,Parks,Downtown West End,CENTRE,435.0,282.0,1.54,4.0,
Cowboys Park,Skate Park,1220 9 AV SW,Municipal,Parks,Parks,Parks,Downtown West End,CENTRE,467.0,306.0,1.53,4.0,
Cowboys Park,Skate Park,1220 9 AV SW,Municipal,Parks,Parks,Parks,Downtown West End,CENTRE,703.0,366.0,1.92,4.0,
Cowboys Park,Skate Park,1220 9 AV SW,Municipal,Parks,Parks,Parks,Downtown West End,CENTRE,459.0,282.0,1.63,4.0,
Cowboys Park,Skate Park,1220 9 AV SW,Municipal,Parks,Parks,Parks,Downtown West End,CENTRE,889.0,369.0,2.41,4.0,
Cowboys Park,Skate Park,1220 9 AV SW,Municipal,Parks,Parks,Parks,Downtown West End,CENTRE,443.0,281.0,1.58,4.0,
Cowboys Park,Skate Park,1220 9 AV SW,Municipal,Parks,Parks,Parks,Downtown West End,CENTRE,2344.0,1402.0,1.67,4.0,
Cowboys Park,Skate Park,1220 9 AV SW,Municipal,Parks,Parks,Parks,Downtown West End,CENTRE,1030.0,671.0,1.54,4.0,
Calgary Soccer Centre Dome,Fieldhouse,7000 48 ST SE,Municipal,Parks,Recreation,Recreation,Foothills,EAST,3112.0,2803.0,2.0,4.0,
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,11240.0,3504.0,3.21,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10478.0,3993.0,2.62,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10529.0,4000.0,2.63,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,11907.0,3639.0,3.27,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,11669.0,3352.0,3.48,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10516.0,3471.0,3.03,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,13100.0,3632.0,3.61,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,11974.0,3627.0,3.3,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10901.0,2711.0,4.02,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10534.0,3835.0,2.75,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,9210.0,2278.0,4.04,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,12275.0,3651.0,3.36,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10813.0,3977.0,2.72,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,4851.0,1160.0,4.18,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,2687.0,649.0,4.14,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10303.0,2530.0,4.07,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10522.0,3390.0,3.1,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,11478.0,3366.0,3.41,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10350.0,3300.0,3.14,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10419.0,4024.0,2.59,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10527.0,3488.0,3.02,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10738.0,4017.0,2.67,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,12258.0,3613.0,3.39,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10459.0,3655.0,2.86,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,13314.0,3618.0,3.68,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10552.0,4004.0,2.64,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,12731.0,3627.0,3.51,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,13530.0,3583.0,3.78,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10502.0,4012.0,2.62,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,11728.0,3599.0,3.26,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,7104.0,1731.0,4.1,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,12750.0,3623.0,3.52,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,1154.0,279.0,4.14,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,13388.0,3507.0,3.82,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10570.0,3260.0,3.24,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,12830.0,3618.0,3.55,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10475.0,4003.0,2.62,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,11550.0,2859.0,4.04,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,11574.0,3580.0,3.23,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,0.0,0.0,0.0,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,12553.0,3622.0,3.47,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,0.0,0.0,0.0,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10392.0,3544.0,2.93,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10966.0,3414.0,3.21,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,13211.0,3625.0,3.64,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10381.0,3550.0,2.92,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10610.0,4001.0,2.65,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,13502.0,3621.0,3.73,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,10400.0,3249.0,3.2,4.7,2229.0
Frank McCool Athletic Park,Athletic Park,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,11434.0,3617.0,3.16,4.7,2229.0
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1483.0,565.0,2.62,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1127.0,550.0,2.05,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1573.0,575.0,2.74,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1335.0,570.0,2.34,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1518.0,740.0,2.05,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1111.0,519.0,2.14,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1539.0,724.0,2.13,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1505.0,721.0,2.09,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1545.0,776.0,1.99,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1733.0,561.0,3.09,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1471.0,711.0,2.07,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1159.0,587.0,1.97,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1631.0,574.0,2.84,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1367.0,684.0,2.0,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1296.0,570.0,2.27,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1280.0,563.0,2.27,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1506.0,735.0,2.05,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1623.0,781.0,2.08,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1113.0,520.0,2.14,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1364.0,692.0,1.97,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1559.0,773.0,2.02,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1686.0,570.0,2.96,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1419.0,569.0,2.49,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1439.0,684.0,2.1,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1153.0,587.0,1.96,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1592.0,779.0,2.04,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1603.0,776.0,2.07,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1360.0,693.0,1.96,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1488.0,723.0,2.06,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1561.0,769.0,2.03,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1436.0,695.0,2.07,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1435.0,695.0,2.06,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1666.0,539.0,3.09,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1697.0,795.0,2.13,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1514.0,733.0,2.07,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1566.0,769.0,2.04,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1543.0,770.0,2.0,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1739.0,560.0,3.11,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1385.0,586.0,2.36,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1246.0,564.0,2.21,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1686.0,788.0,2.14,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1378.0,694.0,1.99,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1281.0,555.0,2.31,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1417.0,590.0,2.4,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1613.0,780.0,2.07,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1690.0,818.0,2.07,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1605.0,769.0,2.09,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1393.0,704.0,1.98,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1543.0,736.0,2.1,0.6,
Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,1556.0,747.0,2.08,0.6,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5982.0,3310.0,1.81,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6017.0,2316.0,2.6,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5553.0,3225.0,1.72,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5739.0,3273.0,1.75,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5621.0,3028.0,1.86,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5433.0,3119.0,1.74,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5725.0,3249.0,1.76,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5400.0,2656.0,2.03,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5083.0,2566.0,1.98,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5402.0,2713.0,1.99,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5778.0,3261.0,1.77,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5572.0,3197.0,1.74,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5371.0,2608.0,2.06,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6380.0,3405.0,1.87,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5515.0,3192.0,1.73,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5771.0,3238.0,1.78,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5676.0,3303.0,1.72,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5467.0,3177.0,1.72,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6197.0,3370.0,1.84,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5855.0,2361.0,2.48,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5541.0,3201.0,1.73,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6235.0,3370.0,1.85,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5818.0,2332.0,2.49,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6271.0,3376.0,1.86,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5895.0,3236.0,1.82,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6118.0,3398.0,1.8,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5531.0,2547.0,2.17,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5122.0,2653.0,1.93,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5446.0,3194.0,1.71,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6113.0,3334.0,1.83,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5792.0,3285.0,1.76,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5723.0,2425.0,2.36,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5861.0,3343.0,1.75,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5874.0,3219.0,1.82,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5694.0,3013.0,1.89,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6256.0,3403.0,1.84,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5397.0,2862.0,1.89,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5661.0,3186.0,1.78,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6082.0,3402.0,1.79,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5393.0,3032.0,1.78,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5748.0,3312.0,1.74,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5659.0,3237.0,1.75,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6000.0,3175.0,1.89,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5801.0,3274.0,1.77,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,6097.0,3267.0,1.87,4.0,
Rotary Park Spray Park,Spray Park,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,5758.0,3279.0,1.76,4.0,
